"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
79.5222654944016,6.00635343464091,9.40404542256147,5.31383572495542,6.84358364203945,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1
57.3887708222548,5.42311814497225,5.7367479801178,8.13889585086145,6.24427340808325,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0
66.320594698652,6.33438313845545,9.34697399847209,8.58920173253864,6.00373794324696,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
119.445917498627,8.56092037050985,9.81997673516162,6.84247497702017,9.83769241720438,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1
110.700322654338,7.37086856272072,8.99643265176564,7.57241132901981,9.85141233424656,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0
59.5437098173432,5.26942986762151,7.45654867496341,7.95007183100097,5.50281018717214,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1
80.322210551347,8.51933503523469,6.46510641439818,9.20782584114932,9.22255360637791,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0
102.010836617706,8.92641047132201,8.83632734185085,5.75422959052958,9.00648705777712,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1
85.3612653259466,9.22240896266885,6.51904781349003,9.79434638633393,6.5811004396528,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0
76.5431793088682,9.00318462168798,8.03483057534322,5.40046888985671,9.05939783784561,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1
67.6838028563768,8.75665010302328,7.87079407018609,6.42718219896778,6.74609099049121,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1
78.7072822645436,5.55980870965868,7.37745056627318,9.73289729095995,7.47448077774607,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1
81.827694296209,5.40388536290266,9.96893149451353,5.25343466433696,8.55674032005481,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0
131.460759182235,6.99732450651936,7.28332782979123,9.93783031590283,9.79581445339136,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1
100.573732951563,9.78553793742321,9.27192947478034,7.7648215892259,9.73027930245735,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0
100.03455630218,7.10409701103345,9.93665332789533,7.36626386875287,6.05132579570636,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1
58.763643611758,6.6799063666258,6.03475325508043,6.00387821672484,5.26566158630885,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
60.0765081711477,5.16743462416343,8.59238877892494,7.38133133156225,5.62151737976819,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
73.4820587829049,7.71856271079741,6.93215801380575,7.83445677137934,8.21388317039236,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1
119.306632258163,7.90275203878991,5.53930111578666,8.98591706063598,9.21781807090156,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1
102.167422164509,9.02361163287424,5.76581169269048,7.74859624681994,8.9821688842494,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0
106.444333639301,5.88194658514112,6.34510624106042,9.80569754494354,9.51892495038919,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1
81.7386579878468,7.34582037897781,9.21713784104213,9.70529372803867,8.07653781259432,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1
67.8798627454251,7.48999229748733,9.07302559702657,8.0281998810824,7.27302542538382,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0
49.5688042657955,5.39119092747569,9.75502997287549,5.90936230495572,5.28009957051836,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1
82.4673656807104,7.81081563443877,8.87706358800642,8.11670796130784,5.69162807078101,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1
65.0776149489132,6.2997948913835,9.62247112882324,8.14403986325487,5.77732084435411,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1
67.934823336613,7.29703163611703,5.42408074601553,7.9799925442785,5.94511814881116,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0
77.3168633046547,9.157954310067,8.17622040980496,6.80466557852924,6.32546582375653,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0
104.712326803359,5.60917113674805,9.90247272769921,9.51058566803113,9.55405661719851,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1
68.6937961473269,8.10425584902987,8.2786948280409,9.01528809219599,7.07668011309579,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0
80.7308779227275,7.36126571078785,8.39621604653075,9.28432632237673,6.30331986583769,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
103.013943701396,5.83504609181546,5.494425118668,7.85636964836158,8.51372459903359,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
69.9393286577454,5.95282735885121,7.69002288463525,5.51215053652413,6.1490730708465,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0
94.5465906808564,9.82782171107829,6.93781974725425,8.52524413610809,8.34176146076061,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0
89.1288978766074,7.84039695863612,8.90342264436185,5.69556440925226,9.30199971888214,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1
79.5242279996767,7.31883680913597,9.00604348862544,6.738611710025,7.2239446209278,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
93.7681643270446,8.3084443025291,9.37818264355883,5.82792678382248,9.12666051182896,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1
69.1125671386986,7.41363741690293,8.9250951888971,7.29064730112441,7.35153811401688,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0
96.7703177515109,9.08720019506291,9.16191316326149,9.8538959491998,6.85006497544236,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1
67.9133927118369,8.52560848928988,5.35134042031132,9.30443480261602,7.69664762425236,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1
69.5941813090941,7.35122012789361,9.0367052401416,7.5945859728381,5.97157305339351,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0
97.5360717663871,7.02961000148207,5.35834585665725,9.16173770674504,8.50903222570196,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1
79.4804321462715,9.18441573507152,7.14056130032986,5.20445040776394,6.32119473302737,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1
66.8616067379616,6.62905379780568,6.19178337743506,6.66422732174397,8.83478465024382,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1
85.1556817775562,8.19881148287095,5.97998270881362,6.71554112923332,7.55332359927706,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0
80.6703899601193,6.71087389928289,6.40533758560196,9.83558786567301,5.39850863046013,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0
62.5288940673011,8.20761544746347,7.94713957817294,6.70076938229613,6.43085739575326,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1
64.4699488555303,8.05232785292901,6.59610475879163,5.07477555074729,5.26883725193329,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0
84.5999175566629,8.99671437800862,5.46892487327568,7.55645610857755,6.26797058852389,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0
85.0222597187402,8.77355712931603,8.2413915451616,5.74749833205715,7.5559476588387,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0
54.2695412458036,7.8962429612875,8.09251470374875,7.67409435822628,5.68987626582384,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1
79.3103218313206,8.10283242492005,8.51771814399399,7.68238468444906,7.07290291320533,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1
105.439568611321,8.30071466392837,8.54718606220558,5.09539003600366,9.25769721390679,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
86.6456594413974,9.0852486283984,6.40828357776627,8.33056242903695,7.77613179176114,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1
69.3665679260564,8.6381741927471,6.71907560899854,8.25320007745177,5.21765581564978,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1
95.6876687910798,7.29023535968736,5.27021783054806,6.95502396323718,7.34040402458049,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
104.020860592265,5.28095483197831,9.46503140847199,5.00052521005273,8.99961530230939,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1
54.0141148175103,8.05394413415343,7.38046370097436,7.65186116565019,5.1817819988355,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
80.4489892789432,8.24211825034581,9.97821024619043,6.17340877302922,7.55135669489391,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0
81.2109398616432,5.95530701801181,9.84535149531439,6.72944854944944,9.07515198574401,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0
89.6380445567899,5.50703074433841,8.61149319098331,8.58014106051996,7.59548704954796,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0
72.4065369156265,9.14928124169819,6.36806363239884,9.34604980284348,5.17462871270254,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1
91.4170439618209,6.32918696268462,6.43708403338678,6.8438412854448,9.186540201772,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0
83.6093280324175,5.92426867922768,9.43130610510707,7.89998389664106,6.73506470047869,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1
83.751210734849,6.04160049348138,6.70485155307688,8.70110215386376,7.75749488035217,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
92.411750391886,7.38312633358873,6.06328874011524,7.23200698383152,7.22706678789109,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0
75.1906856494585,7.32416299870238,5.96745495102368,8.32367610069923,7.42816698038951,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0
93.4518312993097,8.46275286399759,5.96177816856652,7.16818571905605,8.71841324842535,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1
101.433557308129,8.30352670163848,9.18016667594202,8.31464198534377,9.28644614876248,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0
83.5209083669274,8.66144320112653,6.33561270660721,6.36916146380827,6.29248300567269,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1
